A,n,Authors,Abstract,Filter,Approach,Subapproach,Lab_response,temperature,growth_rate,error,equation,error_method,n_1,X16,order,family,genus,species,feeding_guild,host_plant,h_p_family,diet,diet_family,RH,Filter_3,daylength,population_source,lat,lon,observations,DOI,Source Title,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,X20,ISSN,eISSN,Year,X48,UT (Unique WOS ID),title
J,1,"Amiri, A; Talebi, AA; Zamani, AA; Kamali, K","The hawthorn red midget moth, Phyllonorycter corylifoliella (Hubner) (Lepidoptera: Gracillariidae), is one of the most serious pests of apple and pear orchards in Iran, however little is known about its biology and relationship with environmental factors. The reproduction and population growth parameters of P. corylifoliella were examined at six constant temperatures (15, 20, 25, 30, 33 and 35 degrees C) on apple var. golden delicious. At 35 degrees C, P. corylifoliella failed to develop beyond the first instar. The lowest (13%) and highest (64%) mortality rates of immature stages occurred at 25 and 33 degrees C, respectively. The life expectancies (e(x)) decreased with increasing of age and the life expectancies of one-day-old larvae were estimated to be 38.68, 33.34, 35.11, 26.28 and 16.11 days at 15, 20, 25, 30 and 33 degrees C, respectively. The highest intrinsic rate of natural increase (r(m)), net reproductive rate (R-o) and finite rate of increase (lambda) at 25 degrees C were 0.100 +/- 0.003, 47.66 +/- 5.47 and 1.11 +/- 0.00, respectively. The mean generation time (T) decreased with increasing temperatures from 86.86 +/- 0.53 days at 15 degrees C to 33.48 +/- 0.16 days at 30 degrees C. Doubling time (DT) varied significantly with temperature and the shortest doubling time was obtained at 25 degrees C. The results of this study provide direction for future research on evaluating the performance of P. corylifoliella and the efficiency of its natural enemies in apple orchards under variable environmental conditions.",yes,experimental,laboratory,rm,20,0.069,0.0015,Euler-Lotka,Jackknife,15,n hembras métodos,Lepidoptera,Gracillariidae,Phyllonorycter,corylifoliella,leafminer,apple,Rosaceae,apple,Rosaceae,NA,yes,16,Tehran (Iran),35.68925,51.3896,NA,10.1673/031.010.13401,JOURNAL OF INSECT SCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1536-2442,2250-2645,2010,NA,WOS:000281379000002,"Effect of temperature on demographic parameters of the hawthorn red midget moth, Phyllonorycter corylifoliella, on apple"
J,1,"Amiri, A; Talebi, AA; Zamani, AA; Kamali, K","The hawthorn red midget moth, Phyllonorycter corylifoliella (Hubner) (Lepidoptera: Gracillariidae), is one of the most serious pests of apple and pear orchards in Iran, however little is known about its biology and relationship with environmental factors. The reproduction and population growth parameters of P. corylifoliella were examined at six constant temperatures (15, 20, 25, 30, 33 and 35 degrees C) on apple var. golden delicious. At 35 degrees C, P. corylifoliella failed to develop beyond the first instar. The lowest (13%) and highest (64%) mortality rates of immature stages occurred at 25 and 33 degrees C, respectively. The life expectancies (e(x)) decreased with increasing of age and the life expectancies of one-day-old larvae were estimated to be 38.68, 33.34, 35.11, 26.28 and 16.11 days at 15, 20, 25, 30 and 33 degrees C, respectively. The highest intrinsic rate of natural increase (r(m)), net reproductive rate (R-o) and finite rate of increase (lambda) at 25 degrees C were 0.100 +/- 0.003, 47.66 +/- 5.47 and 1.11 +/- 0.00, respectively. The mean generation time (T) decreased with increasing temperatures from 86.86 +/- 0.53 days at 15 degrees C to 33.48 +/- 0.16 days at 30 degrees C. Doubling time (DT) varied significantly with temperature and the shortest doubling time was obtained at 25 degrees C. The results of this study provide direction for future research on evaluating the performance of P. corylifoliella and the efficiency of its natural enemies in apple orchards under variable environmental conditions.",yes,experimental,laboratory,rm,25,0.1,0.003,Euler-Lotka,Jackknife,15,n hembras métodos,Lepidoptera,Gracillariidae,Phyllonorycter,corylifoliella,leafminer,apple,Rosaceae,apple,Rosaceae,NA,yes,16,Tehran (Iran),35.68925,51.3896,NA,10.1673/031.010.13401,JOURNAL OF INSECT SCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1536-2442,2250-2645,2010,NA,WOS:000281379000002,"Effect of temperature on demographic parameters of the hawthorn red midget moth, Phyllonorycter corylifoliella, on apple"
J,1,"Amiri, A; Talebi, AA; Zamani, AA; Kamali, K","The hawthorn red midget moth, Phyllonorycter corylifoliella (Hubner) (Lepidoptera: Gracillariidae), is one of the most serious pests of apple and pear orchards in Iran, however little is known about its biology and relationship with environmental factors. The reproduction and population growth parameters of P. corylifoliella were examined at six constant temperatures (15, 20, 25, 30, 33 and 35 degrees C) on apple var. golden delicious. At 35 degrees C, P. corylifoliella failed to develop beyond the first instar. The lowest (13%) and highest (64%) mortality rates of immature stages occurred at 25 and 33 degrees C, respectively. The life expectancies (e(x)) decreased with increasing of age and the life expectancies of one-day-old larvae were estimated to be 38.68, 33.34, 35.11, 26.28 and 16.11 days at 15, 20, 25, 30 and 33 degrees C, respectively. The highest intrinsic rate of natural increase (r(m)), net reproductive rate (R-o) and finite rate of increase (lambda) at 25 degrees C were 0.100 +/- 0.003, 47.66 +/- 5.47 and 1.11 +/- 0.00, respectively. The mean generation time (T) decreased with increasing temperatures from 86.86 +/- 0.53 days at 15 degrees C to 33.48 +/- 0.16 days at 30 degrees C. Doubling time (DT) varied significantly with temperature and the shortest doubling time was obtained at 25 degrees C. The results of this study provide direction for future research on evaluating the performance of P. corylifoliella and the efficiency of its natural enemies in apple orchards under variable environmental conditions.",yes,experimental,laboratory,rm,30,0.097,0.0017,Euler-Lotka,Jackknife,15,n hembras métodos,Lepidoptera,Gracillariidae,Phyllonorycter,corylifoliella,leafminer,apple,Rosaceae,apple,Rosaceae,NA,yes,16,Tehran (Iran),35.68925,51.3896,NA,10.1673/031.010.13401,JOURNAL OF INSECT SCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1536-2442,2250-2645,2010,NA,WOS:000281379000002,"Effect of temperature on demographic parameters of the hawthorn red midget moth, Phyllonorycter corylifoliella, on apple"
J,1,"Amiri, A; Talebi, AA; Zamani, AA; Kamali, K","The hawthorn red midget moth, Phyllonorycter corylifoliella (Hubner) (Lepidoptera: Gracillariidae), is one of the most serious pests of apple and pear orchards in Iran, however little is known about its biology and relationship with environmental factors. The reproduction and population growth parameters of P. corylifoliella were examined at six constant temperatures (15, 20, 25, 30, 33 and 35 degrees C) on apple var. golden delicious. At 35 degrees C, P. corylifoliella failed to develop beyond the first instar. The lowest (13%) and highest (64%) mortality rates of immature stages occurred at 25 and 33 degrees C, respectively. The life expectancies (e(x)) decreased with increasing of age and the life expectancies of one-day-old larvae were estimated to be 38.68, 33.34, 35.11, 26.28 and 16.11 days at 15, 20, 25, 30 and 33 degrees C, respectively. The highest intrinsic rate of natural increase (r(m)), net reproductive rate (R-o) and finite rate of increase (lambda) at 25 degrees C were 0.100 +/- 0.003, 47.66 +/- 5.47 and 1.11 +/- 0.00, respectively. The mean generation time (T) decreased with increasing temperatures from 86.86 +/- 0.53 days at 15 degrees C to 33.48 +/- 0.16 days at 30 degrees C. Doubling time (DT) varied significantly with temperature and the shortest doubling time was obtained at 25 degrees C. The results of this study provide direction for future research on evaluating the performance of P. corylifoliella and the efficiency of its natural enemies in apple orchards under variable environmental conditions.",yes,experimental,laboratory,rm,33,0.054,0.0069,Euler-Lotka,Jackknife,15,n hembras métodos,Lepidoptera,Gracillariidae,Phyllonorycter,corylifoliella,leafminer,apple,Rosaceae,apple,Rosaceae,NA,yes,16,Tehran (Iran),35.68925,51.3896,NA,10.1673/031.010.13401,JOURNAL OF INSECT SCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1536-2442,2250-2645,2010,NA,WOS:000281379000002,"Effect of temperature on demographic parameters of the hawthorn red midget moth, Phyllonorycter corylifoliella, on apple"
J,1,"Zahiri, B; Fathipour, Y; Khanjani, M; Moharramipour, S; Zalucki, MP","Alfalfa weevil, Hypera postica (Gyllenhal) (Coleoptera: Curculionidae), is among the most destructive pests of alfalfa, Medico go saliva L., in the world. Survivorship and fecundity schedules of H. postica were investigated to characterize the population growth potential of the weevil at six constant temperatures: 11.5, 14.0, 19.0, 24.0, 29.0, and 31.5 degrees C. Preoviposition period, oviposition period and female longevity significantly decreased with rising temperature within the temperature range tested. At the respective temperatures adult female lived an average of 294.2, 230.2, 163.6, 141.0, 84.10, and 32.9 d, with average lifetime progeny production of 470, 814, 2,209, 3,619, 2,656, and 338 eggs per female. The net reproductive rates (R-0) were 86.9, 288.0, 869.7, 1,479.7, 989.8, and 107.8 females per female, respectively. Mean daily fecundity (M-x) was modeled as a function of time by using both Enkegaard and Analytis models. Survivorship data (I,) of adult females were summarized and compared using the shape and scale parameters of the Weibull frequency distribution model across the temperature range tested. Life table entropy values within the range 14.0-31.5 degrees C (H <0.5) indicates Slobodkin's type I survivorship curve; however, the value of 0.806 at 11.5 degrees C (H >0.5) corresponds to type III. As temperature increased, the r(m) exhibited an asymmetrical dome-shaped pattern, with a maximum value of 0.114 females per female per d at 29.0 C. The r(m)-temperature relation of weevils was modeled and critical temperatures (T-min, T-Opt, and for intrinsic rate of increase of the weevil were computed as 8.83, 30.61, and 32.14 degrees C and 5.72, 29.94, and 32.12 degrees C by using Analytis/Allahyari and Analytis/Briere-2 models, respectively.",yes,experimental,laboratory,rm,11.5,0.0144,3e-4,Euler-Lotka,Jackknife,20,n hembras métodos,Coleoptera,Curculionidae,Hypera,postica,chewer,alfalfa,Fabaceae,alfalfa,Fabaceae,70,yes,8,Hamedan (Iran),34.79833,48.51485,NA,10.1603/EC09063,JOURNAL OF ECONOMIC ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0022-0493,1938-291X,2010,NA,WOS:000276169800012,Modeling Demographic Response to Constant Temperature in Hypera postica (Coleoptera: Curculionidae)
J,1,"Zahiri, B; Fathipour, Y; Khanjani, M; Moharramipour, S; Zalucki, MP","Alfalfa weevil, Hypera postica (Gyllenhal) (Coleoptera: Curculionidae), is among the most destructive pests of alfalfa, Medico go saliva L., in the world. Survivorship and fecundity schedules of H. postica were investigated to characterize the population growth potential of the weevil at six constant temperatures: 11.5, 14.0, 19.0, 24.0, 29.0, and 31.5 degrees C. Preoviposition period, oviposition period and female longevity significantly decreased with rising temperature within the temperature range tested. At the respective temperatures adult female lived an average of 294.2, 230.2, 163.6, 141.0, 84.10, and 32.9 d, with average lifetime progeny production of 470, 814, 2,209, 3,619, 2,656, and 338 eggs per female. The net reproductive rates (R-0) were 86.9, 288.0, 869.7, 1,479.7, 989.8, and 107.8 females per female, respectively. Mean daily fecundity (M-x) was modeled as a function of time by using both Enkegaard and Analytis models. Survivorship data (I,) of adult females were summarized and compared using the shape and scale parameters of the Weibull frequency distribution model across the temperature range tested. Life table entropy values within the range 14.0-31.5 degrees C (H <0.5) indicates Slobodkin's type I survivorship curve; however, the value of 0.806 at 11.5 degrees C (H >0.5) corresponds to type III. As temperature increased, the r(m) exhibited an asymmetrical dome-shaped pattern, with a maximum value of 0.114 females per female per d at 29.0 C. The r(m)-temperature relation of weevils was modeled and critical temperatures (T-min, T-Opt, and for intrinsic rate of increase of the weevil were computed as 8.83, 30.61, and 32.14 degrees C and 5.72, 29.94, and 32.12 degrees C by using Analytis/Allahyari and Analytis/Briere-2 models, respectively.",yes,experimental,laboratory,rm,14,0.0247,4e-4,Euler-Lotka,Jackknife,20,n hembras métodos,Coleoptera,Curculionidae,Hypera,postica,chewer,alfalfa,Fabaceae,alfalfa,Fabaceae,70,yes,8,Hamedan (Iran),34.79833,48.51485,NA,10.1603/EC09063,JOURNAL OF ECONOMIC ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0022-0493,1938-291X,2010,NA,WOS:000276169800012,Modeling Demographic Response to Constant Temperature in Hypera postica (Coleoptera: Curculionidae)
J,1,"Zahiri, B; Fathipour, Y; Khanjani, M; Moharramipour, S; Zalucki, MP","Alfalfa weevil, Hypera postica (Gyllenhal) (Coleoptera: Curculionidae), is among the most destructive pests of alfalfa, Medico go saliva L., in the world. Survivorship and fecundity schedules of H. postica were investigated to characterize the population growth potential of the weevil at six constant temperatures: 11.5, 14.0, 19.0, 24.0, 29.0, and 31.5 degrees C. Preoviposition period, oviposition period and female longevity significantly decreased with rising temperature within the temperature range tested. At the respective temperatures adult female lived an average of 294.2, 230.2, 163.6, 141.0, 84.10, and 32.9 d, with average lifetime progeny production of 470, 814, 2,209, 3,619, 2,656, and 338 eggs per female. The net reproductive rates (R-0) were 86.9, 288.0, 869.7, 1,479.7, 989.8, and 107.8 females per female, respectively. Mean daily fecundity (M-x) was modeled as a function of time by using both Enkegaard and Analytis models. Survivorship data (I,) of adult females were summarized and compared using the shape and scale parameters of the Weibull frequency distribution model across the temperature range tested. Life table entropy values within the range 14.0-31.5 degrees C (H <0.5) indicates Slobodkin's type I survivorship curve; however, the value of 0.806 at 11.5 degrees C (H >0.5) corresponds to type III. As temperature increased, the r(m) exhibited an asymmetrical dome-shaped pattern, with a maximum value of 0.114 females per female per d at 29.0 C. The r(m)-temperature relation of weevils was modeled and critical temperatures (T-min, T-Opt, and for intrinsic rate of increase of the weevil were computed as 8.83, 30.61, and 32.14 degrees C and 5.72, 29.94, and 32.12 degrees C by using Analytis/Allahyari and Analytis/Briere-2 models, respectively.",yes,experimental,laboratory,rm,19,0.0571,0.0014,Euler-Lotka,Jackknife,20,n hembras métodos,Coleoptera,Curculionidae,Hypera,postica,chewer,alfalfa,Fabaceae,alfalfa,Fabaceae,70,yes,8,Hamedan (Iran),34.79833,48.51485,NA,10.1603/EC09063,JOURNAL OF ECONOMIC ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0022-0493,1938-291X,2010,NA,WOS:000276169800012,Modeling Demographic Response to Constant Temperature in Hypera postica (Coleoptera: Curculionidae)
J,1,"Zahiri, B; Fathipour, Y; Khanjani, M; Moharramipour, S; Zalucki, MP","Alfalfa weevil, Hypera postica (Gyllenhal) (Coleoptera: Curculionidae), is among the most destructive pests of alfalfa, Medico go saliva L., in the world. Survivorship and fecundity schedules of H. postica were investigated to characterize the population growth potential of the weevil at six constant temperatures: 11.5, 14.0, 19.0, 24.0, 29.0, and 31.5 degrees C. Preoviposition period, oviposition period and female longevity significantly decreased with rising temperature within the temperature range tested. At the respective temperatures adult female lived an average of 294.2, 230.2, 163.6, 141.0, 84.10, and 32.9 d, with average lifetime progeny production of 470, 814, 2,209, 3,619, 2,656, and 338 eggs per female. The net reproductive rates (R-0) were 86.9, 288.0, 869.7, 1,479.7, 989.8, and 107.8 females per female, respectively. Mean daily fecundity (M-x) was modeled as a function of time by using both Enkegaard and Analytis models. Survivorship data (I,) of adult females were summarized and compared using the shape and scale parameters of the Weibull frequency distribution model across the temperature range tested. Life table entropy values within the range 14.0-31.5 degrees C (H <0.5) indicates Slobodkin's type I survivorship curve; however, the value of 0.806 at 11.5 degrees C (H >0.5) corresponds to type III. As temperature increased, the r(m) exhibited an asymmetrical dome-shaped pattern, with a maximum value of 0.114 females per female per d at 29.0 C. The r(m)-temperature relation of weevils was modeled and critical temperatures (T-min, T-Opt, and for intrinsic rate of increase of the weevil were computed as 8.83, 30.61, and 32.14 degrees C and 5.72, 29.94, and 32.12 degrees C by using Analytis/Allahyari and Analytis/Briere-2 models, respectively.",yes,experimental,laboratory,rm,24,0.0831,0.0016,Euler-Lotka,Jackknife,20,n hembras métodos,Coleoptera,Curculionidae,Hypera,postica,chewer,alfalfa,Fabaceae,alfalfa,Fabaceae,70,yes,8,Hamedan (Iran),34.79833,48.51485,NA,10.1603/EC09063,JOURNAL OF ECONOMIC ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0022-0493,1938-291X,2010,NA,WOS:000276169800012,Modeling Demographic Response to Constant Temperature in Hypera postica (Coleoptera: Curculionidae)
J,1,"Zahiri, B; Fathipour, Y; Khanjani, M; Moharramipour, S; Zalucki, MP","Alfalfa weevil, Hypera postica (Gyllenhal) (Coleoptera: Curculionidae), is among the most destructive pests of alfalfa, Medico go saliva L., in the world. Survivorship and fecundity schedules of H. postica were investigated to characterize the population growth potential of the weevil at six constant temperatures: 11.5, 14.0, 19.0, 24.0, 29.0, and 31.5 degrees C. Preoviposition period, oviposition period and female longevity significantly decreased with rising temperature within the temperature range tested. At the respective temperatures adult female lived an average of 294.2, 230.2, 163.6, 141.0, 84.10, and 32.9 d, with average lifetime progeny production of 470, 814, 2,209, 3,619, 2,656, and 338 eggs per female. The net reproductive rates (R-0) were 86.9, 288.0, 869.7, 1,479.7, 989.8, and 107.8 females per female, respectively. Mean daily fecundity (M-x) was modeled as a function of time by using both Enkegaard and Analytis models. Survivorship data (I,) of adult females were summarized and compared using the shape and scale parameters of the Weibull frequency distribution model across the temperature range tested. Life table entropy values within the range 14.0-31.5 degrees C (H <0.5) indicates Slobodkin's type I survivorship curve; however, the value of 0.806 at 11.5 degrees C (H >0.5) corresponds to type III. As temperature increased, the r(m) exhibited an asymmetrical dome-shaped pattern, with a maximum value of 0.114 females per female per d at 29.0 C. The r(m)-temperature relation of weevils was modeled and critical temperatures (T-min, T-Opt, and for intrinsic rate of increase of the weevil were computed as 8.83, 30.61, and 32.14 degrees C and 5.72, 29.94, and 32.12 degrees C by using Analytis/Allahyari and Analytis/Briere-2 models, respectively.",yes,experimental,laboratory,rm,29,0.1138,0.0029,Euler-Lotka,Jackknife,20,n hembras métodos,Coleoptera,Curculionidae,Hypera,postica,chewer,alfalfa,Fabaceae,alfalfa,Fabaceae,70,yes,8,Hamedan (Iran),34.79833,48.51485,NA,10.1603/EC09063,JOURNAL OF ECONOMIC ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0022-0493,1938-291X,2010,NA,WOS:000276169800012,Modeling Demographic Response to Constant Temperature in Hypera postica (Coleoptera: Curculionidae)
J,1,"Zahiri, B; Fathipour, Y; Khanjani, M; Moharramipour, S; Zalucki, MP","Alfalfa weevil, Hypera postica (Gyllenhal) (Coleoptera: Curculionidae), is among the most destructive pests of alfalfa, Medico go saliva L., in the world. Survivorship and fecundity schedules of H. postica were investigated to characterize the population growth potential of the weevil at six constant temperatures: 11.5, 14.0, 19.0, 24.0, 29.0, and 31.5 degrees C. Preoviposition period, oviposition period and female longevity significantly decreased with rising temperature within the temperature range tested. At the respective temperatures adult female lived an average of 294.2, 230.2, 163.6, 141.0, 84.10, and 32.9 d, with average lifetime progeny production of 470, 814, 2,209, 3,619, 2,656, and 338 eggs per female. The net reproductive rates (R-0) were 86.9, 288.0, 869.7, 1,479.7, 989.8, and 107.8 females per female, respectively. Mean daily fecundity (M-x) was modeled as a function of time by using both Enkegaard and Analytis models. Survivorship data (I,) of adult females were summarized and compared using the shape and scale parameters of the Weibull frequency distribution model across the temperature range tested. Life table entropy values within the range 14.0-31.5 degrees C (H <0.5) indicates Slobodkin's type I survivorship curve; however, the value of 0.806 at 11.5 degrees C (H >0.5) corresponds to type III. As temperature increased, the r(m) exhibited an asymmetrical dome-shaped pattern, with a maximum value of 0.114 females per female per d at 29.0 C. The r(m)-temperature relation of weevils was modeled and critical temperatures (T-min, T-Opt, and for intrinsic rate of increase of the weevil were computed as 8.83, 30.61, and 32.14 degrees C and 5.72, 29.94, and 32.12 degrees C by using Analytis/Allahyari and Analytis/Briere-2 models, respectively.",yes,experimental,laboratory,rm,31.5,0.1044,0.0028,Euler-Lotka,Jackknife,20,n hembras métodos,Coleoptera,Curculionidae,Hypera,postica,chewer,alfalfa,Fabaceae,alfalfa,Fabaceae,70,yes,8,Hamedan (Iran),34.79833,48.51485,NA,10.1603/EC09063,JOURNAL OF ECONOMIC ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0022-0493,1938-291X,2010,NA,WOS:000276169800012,Modeling Demographic Response to Constant Temperature in Hypera postica (Coleoptera: Curculionidae)
J,1,"Aysal, T; Kivan, M","Pear lace bug, Stephanitis pyri (F.) (Heteroptera: Tingidae) is a pest of apple and pear trees and ornamental Rosaceae plants in Mediterranean countries and palearctic region. The aim of this study is to determine the effects of temperatures on S. pyri in the laboratory. Development and fecundity of S. pyri reared on apple leaves (Pyrus malus L.) were investigated at five constant temperatures (20, 23, 26, 29 and 32 +/- 1 degrees C) and a 16L:8D photoperiod. Longevity was determined to be 12.6 days at 32 degrees C and 58.7 days at 20 degrees C for females, and 9.7 and 37.7 days for males. Females laid 186.9 eggs per female with the highest number achieved during 28.5 days of oviposition period at 26 degrees C. Female lifetime fecundity was reduced at 32 degrees C (40.0 eggs per female). While the net reproductive rate (R-0) was highest at 26 degrees C, the intrinsic rate of natural increase (r(m)) was highest at both 26 and 32 degrees C. The mean generation time (G) was estimated to be 27.2-78.4 days at 20 and 32 degrees C, respectively. The longest development times for egg and total nymph stages were obtained as 22.0 and 24.9 days, respectively, at 20 degrees C. S. pyri developed fastest from egg to egg in 24.3 days at 32 degrees C. The lower developmental threshold (T-0) was 9.7 degrees C and the thermal constant (K) was 517.3 degree-days for S. pyri. Thus, S. pyri is calculated to have 3.8 theoretical generations in Tekirdag. The optimum developmental temperature for S. pyri was 26 degrees C.",yes,experimental,laboratory,rm,20,0.057,1.3,Euler-Lotka,Jackknife,25,n hembras métodos,Hemiptera,Tingidae,Stephanitis,pyri,sucker,apple,Rosaceae,apple,Rosaceae,NA,yes,16,Tekirdag (Turkey),41.11858,27.41442,NA,10.1007/s10340-008-0198-9,JOURNAL OF PEST SCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1612-4758,1612-4766,2008,NA,WOS:000258539600002,Development and population growth of Stephanitis pyri (F.) (Heteroptera : Tingidae) at five temperatures
J,1,"Aysal, T; Kivan, M","Pear lace bug, Stephanitis pyri (F.) (Heteroptera: Tingidae) is a pest of apple and pear trees and ornamental Rosaceae plants in Mediterranean countries and palearctic region. The aim of this study is to determine the effects of temperatures on S. pyri in the laboratory. Development and fecundity of S. pyri reared on apple leaves (Pyrus malus L.) were investigated at five constant temperatures (20, 23, 26, 29 and 32 +/- 1 degrees C) and a 16L:8D photoperiod. Longevity was determined to be 12.6 days at 32 degrees C and 58.7 days at 20 degrees C for females, and 9.7 and 37.7 days for males. Females laid 186.9 eggs per female with the highest number achieved during 28.5 days of oviposition period at 26 degrees C. Female lifetime fecundity was reduced at 32 degrees C (40.0 eggs per female). While the net reproductive rate (R-0) was highest at 26 degrees C, the intrinsic rate of natural increase (r(m)) was highest at both 26 and 32 degrees C. The mean generation time (G) was estimated to be 27.2-78.4 days at 20 and 32 degrees C, respectively. The longest development times for egg and total nymph stages were obtained as 22.0 and 24.9 days, respectively, at 20 degrees C. S. pyri developed fastest from egg to egg in 24.3 days at 32 degrees C. The lower developmental threshold (T-0) was 9.7 degrees C and the thermal constant (K) was 517.3 degree-days for S. pyri. Thus, S. pyri is calculated to have 3.8 theoretical generations in Tekirdag. The optimum developmental temperature for S. pyri was 26 degrees C.",yes,experimental,laboratory,rm,23,0.071,2,Euler-Lotka,Jackknife,25,n hembras métodos,Hemiptera,Tingidae,Stephanitis,pyri,sucker,apple,Rosaceae,apple,Rosaceae,NA,yes,16,Tekirdag (Turkey),41.11858,27.41442,NA,10.1007/s10340-008-0198-9,JOURNAL OF PEST SCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1612-4758,1612-4766,2008,NA,WOS:000258539600002,Development and population growth of Stephanitis pyri (F.) (Heteroptera : Tingidae) at five temperatures
J,1,"Aysal, T; Kivan, M","Pear lace bug, Stephanitis pyri (F.) (Heteroptera: Tingidae) is a pest of apple and pear trees and ornamental Rosaceae plants in Mediterranean countries and palearctic region. The aim of this study is to determine the effects of temperatures on S. pyri in the laboratory. Development and fecundity of S. pyri reared on apple leaves (Pyrus malus L.) were investigated at five constant temperatures (20, 23, 26, 29 and 32 +/- 1 degrees C) and a 16L:8D photoperiod. Longevity was determined to be 12.6 days at 32 degrees C and 58.7 days at 20 degrees C for females, and 9.7 and 37.7 days for males. Females laid 186.9 eggs per female with the highest number achieved during 28.5 days of oviposition period at 26 degrees C. Female lifetime fecundity was reduced at 32 degrees C (40.0 eggs per female). While the net reproductive rate (R-0) was highest at 26 degrees C, the intrinsic rate of natural increase (r(m)) was highest at both 26 and 32 degrees C. The mean generation time (G) was estimated to be 27.2-78.4 days at 20 and 32 degrees C, respectively. The longest development times for egg and total nymph stages were obtained as 22.0 and 24.9 days, respectively, at 20 degrees C. S. pyri developed fastest from egg to egg in 24.3 days at 32 degrees C. The lower developmental threshold (T-0) was 9.7 degrees C and the thermal constant (K) was 517.3 degree-days for S. pyri. Thus, S. pyri is calculated to have 3.8 theoretical generations in Tekirdag. The optimum developmental temperature for S. pyri was 26 degrees C.",yes,experimental,laboratory,rm,26,0.127,1.6,Euler-Lotka,Jackknife,25,n hembras métodos,Hemiptera,Tingidae,Stephanitis,pyri,sucker,apple,Rosaceae,apple,Rosaceae,NA,yes,16,Tekirdag (Turkey),41.11858,27.41442,NA,10.1007/s10340-008-0198-9,JOURNAL OF PEST SCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1612-4758,1612-4766,2008,NA,WOS:000258539600002,Development and population growth of Stephanitis pyri (F.) (Heteroptera : Tingidae) at five temperatures
J,1,"Aysal, T; Kivan, M","Pear lace bug, Stephanitis pyri (F.) (Heteroptera: Tingidae) is a pest of apple and pear trees and ornamental Rosaceae plants in Mediterranean countries and palearctic region. The aim of this study is to determine the effects of temperatures on S. pyri in the laboratory. Development and fecundity of S. pyri reared on apple leaves (Pyrus malus L.) were investigated at five constant temperatures (20, 23, 26, 29 and 32 +/- 1 degrees C) and a 16L:8D photoperiod. Longevity was determined to be 12.6 days at 32 degrees C and 58.7 days at 20 degrees C for females, and 9.7 and 37.7 days for males. Females laid 186.9 eggs per female with the highest number achieved during 28.5 days of oviposition period at 26 degrees C. Female lifetime fecundity was reduced at 32 degrees C (40.0 eggs per female). While the net reproductive rate (R-0) was highest at 26 degrees C, the intrinsic rate of natural increase (r(m)) was highest at both 26 and 32 degrees C. The mean generation time (G) was estimated to be 27.2-78.4 days at 20 and 32 degrees C, respectively. The longest development times for egg and total nymph stages were obtained as 22.0 and 24.9 days, respectively, at 20 degrees C. S. pyri developed fastest from egg to egg in 24.3 days at 32 degrees C. The lower developmental threshold (T-0) was 9.7 degrees C and the thermal constant (K) was 517.3 degree-days for S. pyri. Thus, S. pyri is calculated to have 3.8 theoretical generations in Tekirdag. The optimum developmental temperature for S. pyri was 26 degrees C.",yes,experimental,laboratory,rm,29,0.116,0.1,Euler-Lotka,Jackknife,25,n hembras métodos,Hemiptera,Tingidae,Stephanitis,pyri,sucker,apple,Rosaceae,apple,Rosaceae,NA,yes,16,Tekirdag (Turkey),41.11858,27.41442,NA,10.1007/s10340-008-0198-9,JOURNAL OF PEST SCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1612-4758,1612-4766,2008,NA,WOS:000258539600002,Development and population growth of Stephanitis pyri (F.) (Heteroptera : Tingidae) at five temperatures
