Publication Type,Authors,Article Title,Abstract,Filter,Approach,Subapproach,Lab_response,Monitoring_method,Source Title,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,,ISSN,eISSN,Year,DOI,UT (Unique WOS ID)
J,"Maldonado-Siman, E; Martinez-Hernandez, PA; Sumano-Lopez, H; Cruz-Vazquez, C; de Lara, RR; Alonso-Diaz, MA",Population Fluctuation of Horn Fly (Haematobia irritans) in an Organic Dairy Farm,"Haentatobia irritans (Linnaeus) is an economically important pest of livestock. Its infestation causes significant losses in meat and milk production, as well as damaging skin quality. Organic livestock production has increased because of market demands with emphasis on high standards in animal health and welfare and therefore, good production practices are warranted. To achieve this goal, epidemiological studies are needed to devise integrated pest management programs capable of reducing parasite burden to an economic threshold for organic dairy production. Consequently, the objective of the study was to determine Haematobia irritans population seasonality and to relate these changes with weather factors. Field phase was developed in an organic dairy farm located in a Mexican temperate climate throughout a 2 years period (2003 and 2004). Weekly horn fly counts and 4 weathers parameters were measured and correlated for each year and years combined. Flies were found on cattle year round in both years the highest loads were 130 flies cow(-1) in 2003 and 255 flies cow(-1) in 2004 both in summer. Rainfall showed the highest correlation (r = 0.68) with horn fly in 2004 and for years combined (r = 0.67), while in 2003, it was relative humidity with a correlation of r = 0.75. The lower counts of horn flies on cattle found in winter and early spring were associated with a drier environment and relative lower air temperatures; however, none of the weather factors were severe enough to achieve a complete elimination of flies, the year round presence and summer peaks of flies can be a constraint to animal welfare and production. It was concluded that yearly fly population changes can be associated to weather factors and mild temperatures in winter allows finding flies on cattle year-round.",no,,,,,JOURNAL OF ANIMAL AND VETERINARY ADVANCES,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1680-5593,1993-601X,2009,NA,WOS:000265889200010
J,"Mizell, RF; Hudson, WG","Phenology and Development of the Yellow Rose Aphid, Acythrosiphon porosum (Sanderson), in Northern Florida and Southern Georgia","The yellow rose aphid, Acythrosiphon porosum (Sanderson), is a cosmopolitan pest of roses and strawberries. Acythrosiphon porosum is one of only a few arthropod pests of roses occurring in northern Florida and southern Georgia. Hybrid roses are widely planted around the city of Thomasville, GA, which is known as the Rose City. Three 'Grandiflora' rose cultivars 'Queen Elizabeth', 'Roundelay' and 'Spartan' were used to determine cultivar and location effects on A. porosum seasonal abundance and natural enemies. Developmental rate, longevity and nymph production of A. porosum were also investigated at 4 temperatures, 10.0, 15.5, 21.1, and 26.7 degrees C, in environmental chambers using cut leaf discs of Queen Elizabeth' on agar plates. Acythrosiphon porosum occurred throughout much of the year except for the coldest winter and warmest summer months and reached highest populations during the cooler weather of spring and fall. Cultivar differences were statistically significant at all locations where 'Queen Elizabeth' averaged higher aphids per leaf than 'Roundelay', which averaged higher aphids than 'Spartan'. Aphid numbers did not significantly differ in comparisons of leaves sampled from the bottom, middle or top third of the plant's canopy height. Developmental rate calculated as the time from nymph to nymph was most rapid ((x) over bar = 10.3 d) at 21.1 degrees C, but no aphid development was observed at 26.7 degrees C. Total egg production was highest ((x) over bar = 27.5 nymphs per aphid) at 10.0 degrees C as was longevity of 60.1 d, Highest nymph production (1.5 per d) was observed at 21.1 degrees C. Many generalist predators and two parasitoid species were found in low numbers attacking A. porosum: Syrphophagous aphidovorus (Mayr) (Hymenoptera: Encyrticidae) and Ephedius sp. (Hymenoptera: Aphidiidae).",yes,experimental,laboratory,fecundity,,JOURNAL OF ENTOMOLOGICAL SCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0749-8004,NA,2009,10.18474/0749-8004-44.1.43,WOS:000264951200005
B,"Nador, G; Fenyes, D; Surek, G; Vasas, L",Monitoring of maize damage caused by western corn rootworm by remote sensing,"As one of the consequences of global warming, the gradual dispersion of western corn rootworm (WCR) is becoming a serious maize pest in Europe and all over the world. The WCR was introduced to Europe from the USA. First it was detected in Europe near Beograd in 1992. The WCR has spread from its initial infestation point to a range of several hundred kilometres, affecting many countries in the region including Hungary first in 1995. The structure of a healthy, WCR free maize field shows straight rows in a clear order and upstanding maize stalks. WCR infection can cause wilted broken corn stalks randomly lying on the ground. That means the damage itself causes physical and visible disorder in the maize field. Our goal is to assess and identify the disorders and structural changes caused by WCR using polarimetic radar images (ALOS PALSAR). The initial results of our assessment will be presented in this paper. This project has been implemented in the framework of the tender called by the Ministry of Environment and Water and with the support of the Hungarian Space Office. To develop and extend the method is worthwhile as the WCR monitoring system is expeditious, objective and economical. The development of the system will create the possibility to monitor the spread of WCR on larger areas and to forecast the following year's damage. The amount of information can be used efficiently in plant protection; moreover can be useful for farmers, pesticide producers, state authorities and research institutes.",no,,,,,REMOTE SENSING FOR A CHANGING EUROPE,NA,NA,28th European-Association-of-Remote-Sensing-Laboratories (EARSeL) Symposium and Workshops on Remote Sensing for a Changing Europe,"JUN 02-05, 2008","Istanbul Tech Univ, Remote Sensing Div, ITU Maslak Campus, Istanbul, TURKEY",European Assoc Remote Sensing Labs,"Istanbul Tech Univ, Remote Sensing Div, ITU Maslak Campus",NA,NA,,NA,NA,2009,10.3233/978-1-58603-986-8-255,WOS:000342298700035
J,"Firmino-Winckler, DC; Wilcken, CF; de Oliveira, NC; de Matos, CAO","Red gum lerp psyllid Glycaspis brimblecombei Moore (Hemiptera, Psyllidae) biology in Eucalyptus spp.","Red gum lerp psyllid Glycaspis brimblecombei Moore (Hemiptera, Psylidae) biology in Eucalyptus spp.. Glycaspis brimblecombei Moore. also known as red gum lerp psyllid, is characterized to be specific to the genus Eucalyptus. This work aimed to evaluate G. brimblecombei biological cycle in Eucalyptus spp. The work was accomplished in acclimatized chamber (BOD), with temperature of 26 degrees C and photophase of 12 hours. Eucalyptus species used in this study were: Eucalyptus camaldulensis. E. tereticornis, E. urophylla, E. grandis, Corymbia citriodora and E grandis x E. urophylla hybrid ('urograndis'). Initially 100 replications (nymphs) per treatment (Eucalyptus species) were prepared. The evaluations were daily and the following biological parameters were measured: nymph phase duration and viability. adult longevity, number of eggs/female, duration of incubation period, egg number and viability, total cycle, longevity and duration of adults. The results demonstrated that. except for C. citriodora. the other eucalypt species offer conditions to G. brimblecombei biological development, being E. camaldulensis the most adequate species.",no,,,,,REVISTA BRASILEIRA DE ENTOMOLOGIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0085-5626,1806-9665,2009,10.1590/S0085-56262009000100030,WOS:000264857600030
J,"Kasap, I; Atlihan, R; Ozgokce, MS; Kaydan, MB; Polat, E; Yarimbatman, A",Population density of the important harmful mites and their predatories in the walnut orchards of around Van Lake,"The aim of this study was to determine the population densities of pest and important predatory mites in the walnut orchards of around Van Lake. The study was conducted in five walnut orchards in the Adilcevaz county in Bitlis (three orchards) and Gevas county in Van (two orchards), during the growing seasons of 2005-2006. Surveys were carried out in every week from May to November. The results of study indicated that the population densities of mites began to increase generally in early July, reached the maximum level at late July and at early August and preserved to late October. In this period, the population densities of Aceria erinea Nalepa (Acari: Eriophyidae) and Eotetranychus carpini (Oudemans) (Acari: Tetranychidae) were determined as 51.9 galls/leaf and 304.1 mites/leaf, respectively. Euseius finlandicus (Oudemans) (Acari: Phytoseiidae) was the most effective predatory mite on E. carpini and A. erinea and it was observed that its population reached to 4.5 mites/leaf. In the sprayed orchard, E. finlandicus population was not enough for controlling mites and the population densities remained at very low levels.",yes,field,abundance,,,TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1010-6960,NA,2009,NA,WOS:000272900000006
S,"Speranza, S; Bucini, D; Paparatti, B",New Observation on Biology of European Shot-Hole Borer [Xyleborus dispar (F.)] on Hazel in Northern Latium (Central Italy),"Xyleborus dispar F. (Coleoptera, Scolytidae) is one of the key pests of the hazelnut tree in the Paleartic region, in this paper some aspects have been defined and a new observation has been carried out regarding the biology and ethology of this insect. Results show that the flight of the insect is greatly influenced by rainfall and temperature (minimum and maximum). In periods of rainfall and/or low temperature the flight of the insect is interrupted, to be resumed when weather conditions improve. The coleopteran starts flying at an average temperature of 14 degrees C, therefore in Italy it is advisable to install traps for the mass trapping of the insect at the beginning of March. By observing the spermatheca we can see that the insect mates outside the prolification galleries.",no,,,,,VII INTERNATIONAL CONGRESS ON HAZELNUT,NA,NA,7th International Congress on Hazelnut,"OCT 31, 2009","Viterbo, ITALY",NA,NA,NA,NA,,0567-7572,2406-6168,2009,NA,WOS:000305695500084
J,"Angel, PJ; Nichols, JD; Stone, C","Biology of Creiis liturants Froggatt: (Hemiptera: Psyllidae), pest on Eucalyptus dunnii Maiden in plantations: morphology, life cycle and parasitism","The psyllid Creiis lituratus Froggatt is the most significant defoliating pest of young Eucalyptus dunnii Maiden plantations growing in north-eastern New South Wales. This paper describes aspects of the life history of C. lituratus, information required to monitor psyllid populations and develop management strategies. The psyllid has five nymphal instars. Feeding by these nymphs causes considerable damage to the foliage of host trees. The different nymphal instars are distinguishable oil the basis of body and lerp dimensions, colouration and wing bud morphology. Mean fecundity in captive populations was 95 eggs per female (observed range 130-148). Egg and juvenile development had threshold temperatures of 3 degrees and 10 degrees C respectively, and the relationship between development rate and temperature was determined for both stages. Adult longevity was reduced at high temperatures, which affected fecundity and may account for the low psyllid population densities observed in plantations over summer. Parasitism of the nymphal instars by two species of Psyllaephagus wasps was observed. While parasitism may exceed 90% in field surveys it is uncertain what role it plays in regulating Populations. No specialised parasitism or predation of eggs or adults was observed.",yes,experimental,laboratory,fecundity,,AUSTRALIAN FORESTRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0004-9158,NA,2008,10.1080/00049158.2008.10675050,WOS:000261650100007
J,"Arbab, A; Kontodimas, DC; Mcneill, MR",Modeling Embryo Development of Sitona discoideus Gyllenhal (Coleoptera: Curculionidae) Under Constant Temperature,"The alfalfa root weevil, Sitona discoideus (Coleoptera: Curculionidae), is an important pest of alfalfa. The developmental rates of the embryo development were recorded at eight constant temperatures ranging from 8.5 to 30 degrees C. Using 10 models (1 linear and 9 nonlinear), we evaluated the relationship between constant temperature and developmental rate. Embryo development was shortest (8.5 d) and longest (69 d), at 28 and 8.5 degrees C, respectively. The threshold temperature (To) and the thermal constant (K) were estimated using linear regression to be 4.7 degrees C and 207.7 DD, respectively. The two most efficient nonlinear models, the Lactin and the Sharp and DeMichele, gave estimates of T(min) and T(max) of 4.4 and 3.9 and 30.0 and 30.9 degrees C, respectively. This information has potential application in predicting the suitability and optimal time of release of an egg parasitoid of S. discoideus.",no,,,,,ENVIRONMENTAL ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0046-225X,NA,2008,10.1603/0046-225X-37.6.1381,WOS:000261633200002
J,"Elkinton, JS; Preisser, E; Boettner, G; Parry, D",Factors Influencing Larval Survival of the Invasive Browntail Moth (Lepidoptera: Lymantriidae) in Relict North American Populations,"Scant attention has been paid to invasive species whose range and abundance has decreased after an initial range expansion. One such species is the browntail moth Euproctis chrysorrhoea L, which was discovered in the eastern United States in 1897. Its range expanded until 1914; after 1915, howvever, its range contracted and now it persists in only two isolated coastal locations. Although a biological control agent has been implicated in this range collapse, cold inland winter temperatures may also help to restrict browntail moth populations. We surveyed coastal versus inland habitats in Maine and Massachusetts for browntail moth overwintering mortality and larval density per web. We also performed an experiment assessing these same variables in coastal versus inland habitats on different host plant species and at different initial larval densities. We also analyzed temperature records to assess whether winter temperatures correlated with changes in the invasive range. Overwintering mortality was lower in coastal populations for both the experimental populations and in the Maine field survey. Experimental populations in Cape Cod coastal areas also had lower rates of fall mortality and higher larval densities, suggesting that coastal areas are better year-round habitats than inland areas. There were no consistent differences between coastal and inland populations in their response to larval density or host plant although overall survival in both areas was higher at low initial larval densities and affected by host identity. There was also no difference in two measures of the coldest winter temperatures during browntail moth's expansion and contraction. Our results show that climate affects browntail moth, but suggest that winter temperatures cannot explain both the rapid expansion and subsequent collapse of this pest.",no,,,,,ENVIRONMENTAL ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0046-225X,NA,2008,10.1603/0046-225X-37.6.1429,WOS:000261633200009
J,"Marti, OG; Carpenter, JE",REARING CACTOBLASTIS CACTORUM (LEPIDOPTERA: PYRALIDAE) ON A FACTITIOUS MERIDIC DIET AT DIFFERENT TEMPERATURES AND LARVAL DENSITIES,"Cactoblastis cactorum (Berg) is an invasive pest that represents an economic and ecological threat to native cacti in the U. S. and Mexico and that is currently the object of an eradication/control program in both countries. One tactic used to mitigate the threat of this species involves the SIT (Sterile Insect Technique), in which large numbers of larvae are reared on artificial diet or cactus cladodes, preferably the former, and released as sterile adults to mate with wild individuals at or near the leading edge of invasion. We studied combinations of 3 different rearing temperatures (22, 26, and 29 degrees C) and 3 different crowding levels (50, 215, and 500 eggs) to determine percent survival to the adult stage, pupal size of each gender, and fecundity of C. cactorum reared on a factitious meridic diet. Temperature and crowding levels affected survival. The lowest rearing temperature and the low and high crowding levels adversely affect survival. Female pupae were larger than male pupae, and pupal size of males, but not females, was affected by rearing temperature, with smaller male pupae produced at the lowest temperature. Length and width, but not weight, of female pupae were affected by crowding levels, with slightly larger pupae produced at the intermediate level. For both genders, there was significant regression of pupal weight on percent survival, with larger pupae produced from treatment combinations that produced higher percent survival to the adult stage. Number of eggs laid per female was positively correlated with weight of the female as a pupa.",yes,experimental,laboratory,rm,,FLORIDA ENTOMOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0015-4040,NA,2008,NA,WOS:000261564100024
J,"Kounatidis, I; Papadopoulos, NT; Mavragani-Tsipidou, P; Cohen, Y; Tertivanidis, K; Nomikou, M; Nestel, D",Effect of elevation on spatio-temporal patterns of olive fly (Bactrocera oleae) populations in northern Greece,"The spatio-temporal patterns of olive fly populations in a managed olive-growing region in the area of Chalkidiki in northern Greece were followed during 2005. The trapping grid consisted of 700 traps. Throughout the growing season (July-October), McPhail traps loaded with ammonium sulphate were inspected at 5-day intervals. Trapping data were analysed using Getis-Ord local spatial statistics. Clustering of trapped flies was significantly related to elevation, which ranged from sea level to 700 m above sea level. The effect of elevation upon clustering depended on seasonal climatic patterns. During the summer, 'hot-spots' (i.e. significant aggregations of captured insects) were located at intermediate to high elevations and 'cold-spots' (i.e. areas with significantly low numbers of captured insects) were found in the valleys. In contrast, during the fall, 'hot-spots' were detected at lower elevations and 'cold-spots' at higher elevations. Population phenology seemed to affect spatial patterns. During periods of low population levels across the entire region, clusters of traps with relatively high amounts of captured insects were found at lower elevations. Pest management activities may have affected population levels throughout the region, but our data set does not allow quantifying their effectiveness. Our data suggest that differences in environmental temperature, as a result of altitudinal cline and season, may affect both the size of the olive fly population and its spatial patterns. The implementation of spatio-temporal analyses for management of the olive fly is discussed.",no,,,,,JOURNAL OF APPLIED ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0931-2048,1439-0418,2008,10.1111/j.1439-0418.2008.01349.x,WOS:000262106200007
J,"Rwomushana, I; Ekesi, S; Ogol, CKPO; Gordon, I",Effect of temperature on development and survival of immature stages of Bactrocera invadens (Diptera: Tephritidae),"The development and survival of immature stages of Bactrocera invadens Drew, Tsuruta and White (Dipt.: Tephritidae), a new invasive fruit fly pest in Africa, was studied in the laboratory at five constant temperatures of 15 degrees C, 20 degrees C, 25 degrees C, 30 degrees C and 35 degrees C and photoperiod of L12:D12. The developmental time of eggs was 5.71 days at 15 degrees C, decreasing to 1.24 days at 35 degrees C. Larval development periods decreased from 35.95 days at 15 degrees C to 6.64 days at 35 degrees C. Pupal development at 15 degrees C took 34.08 days while no adults emerged at 35 degrees C, this being the most lethal temperature. The longest total development period occurred at 15 degrees C (75.74 days) and was shortest at 30 degrees C (17.76 days). The linear model provided a reliable fit of development rates vs. temperature for the immature stages. Lower developmental thresholds that were estimated from linear regression equations for the egg, larva and pupal stages were 8.8, 9.4 and 8.7, respectively. Total degree-day (DD) accumulation was estimated at 376 DD for development from egg to adult emergence. The highest adult survival given as the mean of emergence from a cohort of 50 eggs occurred at 20-30 degrees C. At the egg stage, survivorship was highest at 20-30 degrees C and at the larva and pupa stages, it was at 25 degrees C. The practical implication of the findings is discussed in relation to mass rearing of B. invadens and understanding its biology and ecology.",no,,,,,JOURNAL OF APPLIED ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0931-2048,1439-0418,2008,10.1111/j.1439-0418.2008.01318.x,WOS:000262106200019
J,"Matis, TI; Parajulee, MN; Matis, JH; Shrestha, RB",A mechanistic model based analysis of cotton aphid population dynamics data,"1 A 2-year field study was conducted to generate data on seasonal abundance patterns of cotton aphids Aphis gossypii Glover and to develop a mechanistic model based on cumulative population size. The treatments consisted of three irrigation levels (Low, Medium and High) with 65%, 75% and 85% evapotranspiration replacement and three nitrogen fertility treatments (blanket-rate-N, variable-rate-N and no nitrogen). 2 A nonlinear regression equation, the analytical solution of a cumulative size mechanistic model, was fitted to each of the 27 individual data sets collected in 2003 and in 2004. The size and time of the peak, the cumulative aphid density, and the birth and death rates were estimated for each population, and each of these five variables was analyzed as a response variable in the analysis of variance. 3 For 2003 (a dry year), the Water (irrigation) main effect was found to be significant for the time of peak, the death rate and the cumulative density. The lower aphid death rate at low water levels might be due to the water stress in plants. 4 For 2004 (a year with moderate precipitation), the Nitrogen main effect was significant for both the birth and death rates. As nitrogen applications were increased, the decrease in both the aphid birth and death rates translates into a decrease in crowding and an increase in aphid survival. 5 The fact that treatment effects may be manifested through birth and death rate parameters in the new mechanistic model opens up new avenues for analyzing population size data of this kind.",no,,,,,AGRICULTURAL AND FOREST ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1461-9555,1461-9563,2008,10.1111/j.1461-9563.2008.00389.x,WOS:000259957300008
J,"Ferreira, PJ; Wilcken, CF; de Oliveira, NC; Dal Pogetto, MHFD; Lima, ACV","Population dinamics of red gum lerp psyllid, Glycaspis brimblecombei (Moore, 1964) (Hemiptera: Psyllidae) and its parasitoid, Psyllaephagus bliteus (Hymenoptera: Encyrtidae), in Eucalyptus camaldulensis plantation","Psyllids are one most widespread group of pests, causing severe damage oil agricultural and forestry systems. The recently discover about occurrence of red gum lerp psyllid Glycaspis brimblecombei Moore (Hemiptera: Psyllidae), in Brazil is, nowadays a serious problem ill Eucalyptus forests, mainly in E. camaldulensis. The psyllid specific parasitic wasp Psyllaephagus bliteus Riek (Hymenoptera: Encyrtidae) is the main biological control agent of this pest. Plus, the adequate monitoring of both species by efficient sampling method would facilitate a future decision making. Due to economic importance, this study aimed to evaluate G. brimblecombei and P. bliteus populations in Eucalyptus camaldulensis plantation, using yellow traps to determinate population fluctuation with weather interactions (temperature and rainfall). The study of the pest and parasitoid population (53 sampling dates) was carried out on E. camaldulensis plantations in 19ha area in Luiz Antonio municipality (SP, Brazil), with quarterly samplings, between January and June, 2005 (ten sampling dates). This research indicated that populations had an inversely proportional correlation subject according to the temperature. However, there is no correlation between both species with the rainfall in the evaluated period.",yes,field,abundance,,,CIENCIA RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0103-8478,1678-4596,2008,10.1590/S0103-84782008000800003,WOS:000261212000003
J,"Nondillo, A; Redaelli, LR; Botton, M; Pinent, SMJ; Gitz, R",Thermal Requirements and Estimate of the Annual Number of Generations of Frankliniella occidentalis (Pergande) (Thysanoptera: Thripidae) on Strawberry Crop,"Frankliniella occidentalis (Pergande) is one of the major strawberry pests in southern Brazil. The insect causes russeting and wither in flowers and fruits reducing commercial value. In this work, the thermal requirements of the eggs, larvae and pupae of F. occidentalis were estimated. Thrips development was studied in folioles of strawberry plants at six constant temperatures (16, 19, 22, 25, 28 and 31 degrees C) in controlled conditions (70 +/- 10% R. H. and 12: 12 L: D). The number of annual generations of F. occidentalis was estimated for six strawberry production regions of Rio Grande do Sul State based on its thermal requirements. Developmental time of each F. occidentalis stages was proportional to the temperature increase. The best development rate was obtained when insects were reared at 25 degrees C and 28 degrees C. The lower threshold and the thermal requirements for the egg to adult stage were 9.9 degrees C and 211.9 degree-days, respectively. Considering the thermal requirements of F. occidentalis, 10.7, 12.6, 13.1, 13.6, 16.5 and 17.9 generations/year were estimated, respectively, for Vacaria, Caxias do Sul, Farroupilha, Pelotas, Porto Alegre and Taquari producing regions located in Rio Grande do Sul State, Brazil.",no,,,,,NEOTROPICAL ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1519-566X,1678-8052,2008,10.1590/S1519-566X2008000600004,WOS:000262752500004
J,"Burks, CS; Higbee, BS; Brandl, DG; Mackey, BE",Sampling and pheromone trapping for comparison of abundance of Amyelois transitella in almonds and pistachios,"The navel orangeworm, Amyelois transitella (Walker) (Lepidoptera: Pyralidae), is the primary insect pest of almonds, Prunus amygdalus Batsch (Rosaceae), and pistachios, Pistacia vera L. (Anacardiaceae), in California, USA. Abundance of A. transitella was compared between these crops by examining total and infested mummy nuts collected in trees and on the ground between January and March in 2003 and 2004, and by examining the number of males captured in sticky traps baited with virgin females as a pheromone source during the subsequent growing seasons. There was an 8-9-fold greater density of total mummies (potential hosts) in pistachios compared to almonds. The proportion of mummies infested was not significantly different between the crops in 2003, but significantly more almond than pistachio mummies were infested in 2004. In 2003, the average density of infested mummies per hectare was greater in pistachios than in almonds, but in 2004 the converse was true. Examination of meteorological data did not suggest an explanation for more live A. transitella per infested mummy in almonds in 2004. The number of males captured in pistachios was consistently greater than the number captured in almonds, particularly during the second flight in June and July. The number of males captured in sticky traps in the summer was more strongly associated with the total mummy density in the sanitation survey of the previous winter than with the density of infested mummies. We conclude that the overall density of mummy nuts serving as potential oviposition sites prior to the next year's crop has a greater impact on the abundance of A. transitella during the growing season and subsequent harvest than does the density of infested mummies. The implications for the ecology and management of this pest species are discussed.",yes,field,abundance,,,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0013-8703,1570-7458,2008,10.1111/j.1570-7458.2008.00754.x,WOS:000259209400009
J,"Meck, MC; Walgenbach, JF; Kennedy, GG",Phenology of the Apple Maggot (Diptera: Tephritidae) in the Southern Appalachian Mountains,"The apple maggot , Rhagoletis pomonella (Walsh), is an important pest of apples in the Southern Appalachian Mountains. The seasonal phenology of adult flight activity was monitored with baited red sphere traps in eight abandoned apple orchards in the Southern Appalachian Mountains of North Carolina and South Carolina in 2004 and 2005, ranging in elevation from 300 to 853 m. Trap captures showed that at elevations of >= 630 m, the apple maggot was primarly univoltine, with adult activity most intense during a 2-mo period from late June to late August in 2004 and from mid-July to mid-September in 2005. At lower elevation sites in North Carolina and South Carolina (300-328 m elevation), adults were active for a 5- to 6-mo period from late May or early June into November. Trap captures suggested the apple maggot was bivoltine at lower elevation sites. There was also evidence from trap captures of distinct early and late emerging flies from overwintering pupae. A winter simulation study in which pupae from maggot-infested apples collected in July (early emergers) and September (late emergers) were exposed to cold treatments (4 degrees C) ranging from 3 to 52 wk showed that the postdiapause rate was more rapid for early versus late emergers when exposed to a minimum8-wk cold period. For pupae receiving cold treatments ranging from 8 to 19 wk, early emergers eclosed 257-321 DD before late emergers, but this difference was only 146 DD for pupae receiving a 35-wk cold long growing season and mild winters, are conducive to a more protracted apple maggot emergence period compared with more northern locations.",no,,,,,ENVIRONMENTAL ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0046-225X,1938-2936,2008,10.1603/0046-225X(2008)37[1154:POTAMD]2.0.CO;2,WOS:000260097100014
J,"Sarvary, MA; Hight, SD; Carpenter, JE; Bloem, S; Bloem, KA; Dorn, S","Identification of Factors Influencing Flight Performance of Field-Collected and Laboratory-Reared, Overwintered, and Nonoverwintered Cactus Moths Fed with Field-Collected Host Plants","Environmental conditions during egg and larval development may influence the dispersal ability of insect pests, thus requiring seasonal adjustment of control strategies. We studied the longest single flight, total distance flown, and the number of flights initiated by wild Cactoblastis cactorum (Berg) (Lepidoptera: Pyralidae) to determine whether the flight performance of overwintered cactus moths with a prolonged feeding phase during development differs from nonoverwintered cactus moths. Pupae of field-collected and laboratory-reared moths were transported together from the United States to Switzerland, and flight mills were used to characterize the flight capacity of 24- to 48-h-old adults during their most active period of the diel cycle. The lack of seasonal variation in flight performance of those moths that developed under controlled environment but were fed with field-collected Opuntia cacti showed that seasonal changes in host plant quality did not affect flight. This consistent flight performance in the mass-reared laboratory population throughout the year is beneficial for sterile insect technique progrms, which aim to limit the dispersal of this pest. For field-collected C. cactorum, the larger overwintered females performed similarly to nonoverwintered females, indicating that longer feeding time at lower temperature increases body size but does not influence female flight capacity. Young mated females had a similar flight capacity to unmated ones, suggesting that gravid females may play an important role in invading new habitats. For males, overwintering increased the proportion of long-distance flyers, suggesting that they are well-adapted to locate the more sparsely dispersed females in the spring.",no,,,,,ENVIRONMENTAL ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0046-225X,1938-2936,2008,10.1603/0046-225X(2008)37[1291:IOFIFP]2.0.CO;2,WOS:000260097100029
J,"Stevenson, DE; Michels, GJ; Bible, JB; Jackman, JA; Harris, MK",Physiological time model for predicting adult emergence of Western corn rootworm (Coleoptera : Chrysomelidae) in the Texas High Plains,"Field observations at three locations in the Texas High Plains were used to develop and validate a degree-day phenology model to predict the onset and proportional emergence of adult Diabrotica virgifera virgifera LeConte (Coleoptera: Chrysomelidae) adults. Climatic data from the Texas High Plains Potential Evapotranspiration network were used with records of cumulative proportional adult emergence to determine the functional lower developmental temperature, optimum starting date, and the sum of degree-days for phenological events from onset to 99% adult emergence. The model base temperature, 10 degrees C (50 degrees F), corresponds closely to known physiological lower limits for development. The model uses a modified Gompertz equation, y = 96.5 x exp(-(exp(6.0 - 0.00404 x (x - 4.0)))), where x is cumulative heat (degree-days), to predict y, cumulative proportional emergence expressed as a percentage. The model starts degree-day accumulation on the date of corn, Zea maps L., emergence, and predictions correspond closely to corn phenological stages from tasseling to black layer development. Validation shows the model predicts cumulative proportional adult emergence within a satisfactory interval of 4.5 d. The model is flexible enough to accommodate early planting, late emergence, and the effects of drought and heat stress. The model provides corn producers ample lead time to anticipate and implement adult control practices.",no,,,,,JOURNAL OF ECONOMIC ENTOMOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0022-0493,NA,2008,10.1603/0022-0493(2008)101[1584:PTMFPA]2.0.CO;2,WOS:000259787700010
J,"Leite, MV; dos Santos, TM; Souza, B; Calixto, AM; Carvalho, CF","Biology of Aphis gossypii Glover, 1877 (Hemiptera: Aphididae) on squash cultivar caserta (Cucurbita pepo L.) in different temperatures","The cucurbitaceous plants are always on demand in world market and one of the main pests on these crop is the aphid Aphis gossypii. This work aimed to study the biological aspects of A. gossypii on the 'Caserta' (Cucurbita pepo L.) cultivar in different temperatures. To determine the biological aspects of A. gossypii, nymphs were kept on leaf disks (2.5 cm circle divide) with the abaxial side up in Petri dishes (5 cm 0) containing a thin layer of agar-water. Each dish contained one nymph of the first instar of the aphid. The development and the other biological parameters were evaluated in different temperatures (18, 21, 24, 27 e 30 +/- 1 degrees C), 70 +/- 10% RH and 12h photophase. The experiments were complete randomized design with 60 replicates. The results showed that the temperature influenced the development of A. gossypii. The shorter nymphal period and higher daily nymph's production were observed at 24 and 27 degrees C. The temperature of 30 degrees C was deleterius inducing to 68% of mortality at the nymphal stage of A. gossypii.",no,,,,,CIENCIA E AGROTECNOLOGIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1413-7054,1981-1829,2008,10.1590/S1413-70542008000500006,WOS:000261816400006
