Authors,Year,title,DOI,Filter_3,Approach,Subapproach,temperature,growth_rate,vi,n_1,order,family,genus,species,feeding_guild,h_p_family,diet_family,RH,daylength,lat,lon,sd_treat,id,sd_median
"Khadioli, N; Tonnang, ZEH; Muchugu, E; Ong'amo, G; Achia, T; Kipchirchir, I; Kroschel, J; Le Ru, B",2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,yes,experimental,laboratory,25,0.08,0.002,43,Lepidoptera,Crambidae,Chilo,partellus,borer,Poaceae,Artificial,75,12,-2.40199,39.78187,0.013114877048604002,28,0.0229895005926642
"Khadioli, N; Tonnang, ZEH; Muchugu, E; Ong'amo, G; Achia, T; Kipchirchir, I; Kroschel, J; Le Ru, B",2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,yes,experimental,laboratory,30,0.1,0.004,99,Lepidoptera,Crambidae,Chilo,partellus,borer,Poaceae,Artificial,75,12,-2.40199,39.78187,0.0397994974842648,28,0.0229895005926642
"Khadioli, N; Tonnang, ZEH; Muchugu, E; Ong'amo, G; Achia, T; Kipchirchir, I; Kroschel, J; Le Ru, B",2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,yes,experimental,laboratory,32,0.09,0.003,73,Lepidoptera,Crambidae,Chilo,partellus,borer,Poaceae,Artificial,75,12,-2.40199,39.78187,0.02563201123595259,28,0.0229895005926642
"Khadioli, N; Tonnang, ZEH; Muchugu, E; Ong'amo, G; Achia, T; Kipchirchir, I; Kroschel, J; Le Ru, B",2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,yes,experimental,laboratory,35,0.01,0.005,27,Lepidoptera,Crambidae,Chilo,partellus,borer,Poaceae,Artificial,75,12,-2.40199,39.78187,0.02598076211353316,28,0.0229895005926642
"Martinez, LC; Plata-Rueda, A; Zanuncio, JC; Ribeiro, GT; Serrao, JE",2014,EFFECTS OF TEMPERATURE ON THE DEVELOPMENT OF STENOMA IMPRESSELLA (LEPIDOPTERA: ELACHISTIDAE) ON OIL PALM IN COLOMBIA,10.1653/024.097.0456,yes,experimental,laboratory,20,0.053,0.03,20,Lepidoptera,Elachistidae,Stenoma,impressella,borer,Arecaceae,Arecaceae,75,12,7.34802,-73.89798,0.1341640786499874,29,0.2683281572999748
"Martinez, LC; Plata-Rueda, A; Zanuncio, JC; Ribeiro, GT; Serrao, JE",2014,EFFECTS OF TEMPERATURE ON THE DEVELOPMENT OF STENOMA IMPRESSELLA (LEPIDOPTERA: ELACHISTIDAE) ON OIL PALM IN COLOMBIA,10.1653/024.097.0456,yes,experimental,laboratory,24,0.119,0.85,20,Lepidoptera,Elachistidae,Stenoma,impressella,borer,Arecaceae,Arecaceae,75,12,7.34802,-73.89798,3.8013155617496426,29,0.2683281572999748
"Martinez, LC; Plata-Rueda, A; Zanuncio, JC; Ribeiro, GT; Serrao, JE",2014,EFFECTS OF TEMPERATURE ON THE DEVELOPMENT OF STENOMA IMPRESSELLA (LEPIDOPTERA: ELACHISTIDAE) ON OIL PALM IN COLOMBIA,10.1653/024.097.0456,yes,experimental,laboratory,28,0.192,0.06,20,Lepidoptera,Elachistidae,Stenoma,impressella,borer,Arecaceae,Arecaceae,75,12,7.34802,-73.89798,0.2683281572999748,29,0.2683281572999748
"Martinez, LC; Plata-Rueda, A; Zanuncio, JC; Ribeiro, GT; Serrao, JE",2014,EFFECTS OF TEMPERATURE ON THE DEVELOPMENT OF STENOMA IMPRESSELLA (LEPIDOPTERA: ELACHISTIDAE) ON OIL PALM IN COLOMBIA,10.1653/024.097.0456,yes,experimental,laboratory,32,0.202,0.15,20,Lepidoptera,Elachistidae,Stenoma,impressella,borer,Arecaceae,Arecaceae,75,12,7.34802,-73.89798,0.6708203932499369,29,0.2683281572999748
"Martinez, LC; Plata-Rueda, A; Zanuncio, JC; Ribeiro, GT; Serrao, JE",2014,EFFECTS OF TEMPERATURE ON THE DEVELOPMENT OF STENOMA IMPRESSELLA (LEPIDOPTERA: ELACHISTIDAE) ON OIL PALM IN COLOMBIA,10.1653/024.097.0456,yes,experimental,laboratory,36,0.104,0.06,20,Lepidoptera,Elachistidae,Stenoma,impressella,borer,Arecaceae,Arecaceae,75,12,7.34802,-73.89798,0.2683281572999748,29,0.2683281572999748
"Pilkington, LJ; Lewis, M; Jeske, D; Hoddle, MS",2014,Calculation and Thematic Mapping of Demographic Parameters for Homalodisca vitripennis (Hemiptera: Cicadellidae) in California,10.1603/AN13144,yes,experimental,laboratory,20,0.008031363,0.002331514088855,44,Hemiptera,Cicadellidae,Homalodisca,vitripennis,sucker,Fabaceae,Fabaceae,50,14,33.95335,-117.39616,0.01546551485231875,30,0.011059342376335744
"Pilkington, LJ; Lewis, M; Jeske, D; Hoddle, MS",2014,Calculation and Thematic Mapping of Demographic Parameters for Homalodisca vitripennis (Hemiptera: Cicadellidae) in California,10.1603/AN13144,yes,experimental,laboratory,25,0.024196725,0.001165757044428,90,Hemiptera,Cicadellidae,Homalodisca,vitripennis,sucker,Fabaceae,Fabaceae,50,14,33.95335,-117.39616,0.011059342376335744,30,0.011059342376335744
"Pilkington, LJ; Lewis, M; Jeske, D; Hoddle, MS",2014,Calculation and Thematic Mapping of Demographic Parameters for Homalodisca vitripennis (Hemiptera: Cicadellidae) in California,10.1603/AN13144,yes,experimental,laboratory,30,0.044298965,6.4764280246e-4,113,Hemiptera,Cicadellidae,Homalodisca,vitripennis,sucker,Fabaceae,Fabaceae,50,14,33.95335,-117.39616,0.006884537424717903,30,0.011059342376335744
"Fand, BB; Tonnang, HEZ; Kumar, M; Kamble, AL; Bal, SK",2014,"A temperature-based phenology model for predicting development, survival and population growth potential of the mealybug, Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae)",10.1016/j.cropro.2013.10.020,yes,experimental,laboratory,15,0.03,0.002,30,Hemiptera,Pseudococcidae,Phenacoccus,solenopsis,sucker,Solanaceae,Solanaceae,70,10,18.52143,73.85445,0.010954451150103323,31,0.008215838362577492
"Fand, BB; Tonnang, HEZ; Kumar, M; Kamble, AL; Bal, SK",2014,"A temperature-based phenology model for predicting development, survival and population growth potential of the mealybug, Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae)",10.1016/j.cropro.2013.10.020,yes,experimental,laboratory,20,0.08,1e-4,30,Hemiptera,Pseudococcidae,Phenacoccus,solenopsis,sucker,Solanaceae,Solanaceae,70,10,18.52143,73.85445,5.477225575051661e-4,31,0.008215838362577492
"Fand, BB; Tonnang, HEZ; Kumar, M; Kamble, AL; Bal, SK",2014,"A temperature-based phenology model for predicting development, survival and population growth potential of the mealybug, Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae)",10.1016/j.cropro.2013.10.020,yes,experimental,laboratory,25,0.11,1e-4,30,Hemiptera,Pseudococcidae,Phenacoccus,solenopsis,sucker,Solanaceae,Solanaceae,70,10,18.52143,73.85445,5.477225575051661e-4,31,0.008215838362577492
"Fand, BB; Tonnang, HEZ; Kumar, M; Kamble, AL; Bal, SK",2014,"A temperature-based phenology model for predicting development, survival and population growth potential of the mealybug, Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae)",10.1016/j.cropro.2013.10.020,yes,experimental,laboratory,30,0.15,0.001,30,Hemiptera,Pseudococcidae,Phenacoccus,solenopsis,sucker,Solanaceae,Solanaceae,70,10,18.52143,73.85445,0.005477225575051661,31,0.008215838362577492
"Fand, BB; Tonnang, HEZ; Kumar, M; Kamble, AL; Bal, SK",2014,"A temperature-based phenology model for predicting development, survival and population growth potential of the mealybug, Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae)",10.1016/j.cropro.2013.10.020,yes,experimental,laboratory,35,0.16,0.002,30,Hemiptera,Pseudococcidae,Phenacoccus,solenopsis,sucker,Solanaceae,Solanaceae,70,10,18.52143,73.85445,0.010954451150103323,31,0.008215838362577492
"Fand, BB; Tonnang, HEZ; Kumar, M; Kamble, AL; Bal, SK",2014,"A temperature-based phenology model for predicting development, survival and population growth potential of the mealybug, Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae)",10.1016/j.cropro.2013.10.020,yes,experimental,laboratory,40,0.1,0.005,30,Hemiptera,Pseudococcidae,Phenacoccus,solenopsis,sucker,Solanaceae,Solanaceae,70,10,18.52143,73.85445,0.027386127875258306,31,0.008215838362577492
"Kumar, S; Sidhu, JK; Hamm, JC; Kular, JS; Mahal, MS",2013,EFFECTS OF TEMPERATURE AND RELATIVE HUMIDITY ON THE LIFE TABLE OF PHENACOCCUS SOLENOPSIS TINSLEY (HEMIPTERA: PSEUDOCOCCIDAE) ON COTTON,10.1653/024.096.0103,yes,experimental,laboratory,20,0.0725,0.0045000000000000005,39.5,Hemiptera,Pseudococcidae,Phenacoccus,solenopsis,sucker,Malvaceae,Malvaceae,NA,NA,10.90943,78.36653,0.028432413620939026,32,0.029670838585236833
"Kumar, S; Sidhu, JK; Hamm, JC; Kular, JS; Mahal, MS",2013,EFFECTS OF TEMPERATURE AND RELATIVE HUMIDITY ON THE LIFE TABLE OF PHENACOCCUS SOLENOPSIS TINSLEY (HEMIPTERA: PSEUDOCOCCIDAE) ON COTTON,10.1653/024.096.0103,yes,experimental,laboratory,25,0.1195,0.003,39.5,Hemiptera,Pseudococcidae,Phenacoccus,solenopsis,sucker,Malvaceae,Malvaceae,NA,NA,10.90943,78.36653,0.019685985778671075,32,0.029670838585236833
"Kumar, S; Sidhu, JK; Hamm, JC; Kular, JS; Mahal, MS",2013,EFFECTS OF TEMPERATURE AND RELATIVE HUMIDITY ON THE LIFE TABLE OF PHENACOCCUS SOLENOPSIS TINSLEY (HEMIPTERA: PSEUDOCOCCIDAE) ON COTTON,10.1653/024.096.0103,yes,experimental,laboratory,30,0.1795,0.015,39.5,Hemiptera,Pseudococcidae,Phenacoccus,solenopsis,sucker,Malvaceae,Malvaceae,NA,NA,10.90943,78.36653,0.09930718093100943,32,0.029670838585236833
"Kumar, S; Sidhu, JK; Hamm, JC; Kular, JS; Mahal, MS",2013,EFFECTS OF TEMPERATURE AND RELATIVE HUMIDITY ON THE LIFE TABLE OF PHENACOCCUS SOLENOPSIS TINSLEY (HEMIPTERA: PSEUDOCOCCIDAE) ON COTTON,10.1653/024.096.0103,yes,experimental,laboratory,35,0.1995,0.005,39.5,Hemiptera,Pseudococcidae,Phenacoccus,solenopsis,sucker,Malvaceae,Malvaceae,NA,NA,10.90943,78.36653,0.03090926354953464,32,0.029670838585236833
"Golizadeh, A; Razmjou, J; Rafiee-Dastjerdi, H; Hassanpour, M",2012,"Effects of Temperature on Development, Survival, and Fecundity of Potato Tuberworm, Phthorimaea operculella (Lepidoptera: Gelechiidae) on Potato Tubers",10.1007/s12230-012-9237-4,yes,experimental,laboratory,16,0.042,0.003,17,Lepidoptera,Gelechiidae,Phtorimaea,operculella,miner,Solanaceae,Solanaceae,NA,8,38.25142,48.29749,0.012369316876852983,33,0.01649242250247064
"Golizadeh, A; Razmjou, J; Rafiee-Dastjerdi, H; Hassanpour, M",2012,"Effects of Temperature on Development, Survival, and Fecundity of Potato Tuberworm, Phthorimaea operculella (Lepidoptera: Gelechiidae) on Potato Tubers",10.1007/s12230-012-9237-4,yes,experimental,laboratory,20,0.095,0.004,17,Lepidoptera,Gelechiidae,Phtorimaea,operculella,miner,Solanaceae,Solanaceae,NA,8,38.25142,48.29749,0.01649242250247064,33,0.01649242250247064
"Golizadeh, A; Razmjou, J; Rafiee-Dastjerdi, H; Hassanpour, M",2012,"Effects of Temperature on Development, Survival, and Fecundity of Potato Tuberworm, Phthorimaea operculella (Lepidoptera: Gelechiidae) on Potato Tubers",10.1007/s12230-012-9237-4,yes,experimental,laboratory,24,0.158,0.003,17,Lepidoptera,Gelechiidae,Phtorimaea,operculella,miner,Solanaceae,Solanaceae,NA,8,38.25142,48.29749,0.012369316876852983,33,0.01649242250247064
"Golizadeh, A; Razmjou, J; Rafiee-Dastjerdi, H; Hassanpour, M",2012,"Effects of Temperature on Development, Survival, and Fecundity of Potato Tuberworm, Phthorimaea operculella (Lepidoptera: Gelechiidae) on Potato Tubers",10.1007/s12230-012-9237-4,yes,experimental,laboratory,28,0.228,0.008,17,Lepidoptera,Gelechiidae,Phtorimaea,operculella,miner,Solanaceae,Solanaceae,NA,8,38.25142,48.29749,0.03298484500494128,33,0.01649242250247064
"Golizadeh, A; Razmjou, J; Rafiee-Dastjerdi, H; Hassanpour, M",2012,"Effects of Temperature on Development, Survival, and Fecundity of Potato Tuberworm, Phthorimaea operculella (Lepidoptera: Gelechiidae) on Potato Tubers",10.1007/s12230-012-9237-4,yes,experimental,laboratory,32,0.192,0.008,17,Lepidoptera,Gelechiidae,Phtorimaea,operculella,miner,Solanaceae,Solanaceae,NA,8,38.25142,48.29749,0.03298484500494128,33,0.01649242250247064
"Amiri, A; Talebi, AA; Zamani, AA; Kamali, K",2010,"Effect of temperature on demographic parameters of the hawthorn red midget moth, Phyllonorycter corylifoliella, on apple",10.1673/031.010.13401,yes,experimental,laboratory,15,0.032,0.0011,15,Lepidoptera,Gracillariidae,Phyllonorycter,corylifoliella,leafminer,Rosaceae,Rosaceae,NA,16,35.68925,51.3896,0.004260281680828159,34,0.0065840716885526085
"Amiri, A; Talebi, AA; Zamani, AA; Kamali, K",2010,"Effect of temperature on demographic parameters of the hawthorn red midget moth, Phyllonorycter corylifoliella, on apple",10.1673/031.010.13401,yes,experimental,laboratory,20,0.069,0.0015,15,Lepidoptera,Gracillariidae,Phyllonorycter,corylifoliella,leafminer,Rosaceae,Rosaceae,NA,16,35.68925,51.3896,0.005809475019311125,34,0.0065840716885526085
"Amiri, A; Talebi, AA; Zamani, AA; Kamali, K",2010,"Effect of temperature on demographic parameters of the hawthorn red midget moth, Phyllonorycter corylifoliella, on apple",10.1673/031.010.13401,yes,experimental,laboratory,25,0.1,0.003,15,Lepidoptera,Gracillariidae,Phyllonorycter,corylifoliella,leafminer,Rosaceae,Rosaceae,NA,16,35.68925,51.3896,0.01161895003862225,34,0.0065840716885526085
"Amiri, A; Talebi, AA; Zamani, AA; Kamali, K",2010,"Effect of temperature on demographic parameters of the hawthorn red midget moth, Phyllonorycter corylifoliella, on apple",10.1673/031.010.13401,yes,experimental,laboratory,30,0.097,0.0017,15,Lepidoptera,Gracillariidae,Phyllonorycter,corylifoliella,leafminer,Rosaceae,Rosaceae,NA,16,35.68925,51.3896,0.0065840716885526085,34,0.0065840716885526085
"Amiri, A; Talebi, AA; Zamani, AA; Kamali, K",2010,"Effect of temperature on demographic parameters of the hawthorn red midget moth, Phyllonorycter corylifoliella, on apple",10.1673/031.010.13401,yes,experimental,laboratory,33,0.054,0.0069,15,Lepidoptera,Gracillariidae,Phyllonorycter,corylifoliella,leafminer,Rosaceae,Rosaceae,NA,16,35.68925,51.3896,0.026723585088831176,34,0.0065840716885526085
"Zahiri, B; Fathipour, Y; Khanjani, M; Moharramipour, S; Zalucki, MP",2010,Modeling Demographic Response to Constant Temperature in Hypera postica (Coleoptera: Curculionidae),10.1603/EC09063,yes,experimental,laboratory,11.5,0.0144,3e-4,20,Coleoptera,Curculionidae,Hypera,postica,chewer,Fabaceae,Fabaceae,70,8,34.79833,48.51485,0.0013416407864998738,35,0.00670820393249937
"Zahiri, B; Fathipour, Y; Khanjani, M; Moharramipour, S; Zalucki, MP",2010,Modeling Demographic Response to Constant Temperature in Hypera postica (Coleoptera: Curculionidae),10.1603/EC09063,yes,experimental,laboratory,14,0.0247,4e-4,20,Coleoptera,Curculionidae,Hypera,postica,chewer,Fabaceae,Fabaceae,70,8,34.79833,48.51485,0.001788854381999832,35,0.00670820393249937
"Zahiri, B; Fathipour, Y; Khanjani, M; Moharramipour, S; Zalucki, MP",2010,Modeling Demographic Response to Constant Temperature in Hypera postica (Coleoptera: Curculionidae),10.1603/EC09063,yes,experimental,laboratory,19,0.0571,0.0014,20,Coleoptera,Curculionidae,Hypera,postica,chewer,Fabaceae,Fabaceae,70,8,34.79833,48.51485,0.006260990336999411,35,0.00670820393249937
"Zahiri, B; Fathipour, Y; Khanjani, M; Moharramipour, S; Zalucki, MP",2010,Modeling Demographic Response to Constant Temperature in Hypera postica (Coleoptera: Curculionidae),10.1603/EC09063,yes,experimental,laboratory,24,0.0831,0.0016,20,Coleoptera,Curculionidae,Hypera,postica,chewer,Fabaceae,Fabaceae,70,8,34.79833,48.51485,0.007155417527999328,35,0.00670820393249937
"Zahiri, B; Fathipour, Y; Khanjani, M; Moharramipour, S; Zalucki, MP",2010,Modeling Demographic Response to Constant Temperature in Hypera postica (Coleoptera: Curculionidae),10.1603/EC09063,yes,experimental,laboratory,29,0.1138,0.0029,20,Coleoptera,Curculionidae,Hypera,postica,chewer,Fabaceae,Fabaceae,70,8,34.79833,48.51485,0.01296919426949878,35,0.00670820393249937
"Zahiri, B; Fathipour, Y; Khanjani, M; Moharramipour, S; Zalucki, MP",2010,Modeling Demographic Response to Constant Temperature in Hypera postica (Coleoptera: Curculionidae),10.1603/EC09063,yes,experimental,laboratory,31.5,0.1044,0.0028,20,Coleoptera,Curculionidae,Hypera,postica,chewer,Fabaceae,Fabaceae,70,8,34.79833,48.51485,0.012521980673998822,35,0.00670820393249937
"Kuo, MH; Lu, WN; Chu, MC; Kuo, YH; Havang, SH",2019,Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants,NA,yes,experimental,laboratory,10,0,0.003,28,Hemiptera,Aphididae,Tetraneura,nigriabdominalis,sucker,Poaceae,Poaceae,NA,12,24.16316,120.64783,0.015874507866387545,37,0.049295030175464945
"Kuo, MH; Lu, WN; Chu, MC; Kuo, YH; Havang, SH",2019,Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants,NA,yes,experimental,laboratory,15,0.052,0.007,30,Hemiptera,Aphididae,Tetraneura,nigriabdominalis,sucker,Poaceae,Poaceae,NA,12,24.16316,120.64783,0.03834057902536163,37,0.049295030175464945
"Kuo, MH; Lu, WN; Chu, MC; Kuo, YH; Havang, SH",2019,Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants,NA,yes,experimental,laboratory,20,0.121,0.009,30,Hemiptera,Aphididae,Tetraneura,nigriabdominalis,sucker,Poaceae,Poaceae,NA,12,24.16316,120.64783,0.049295030175464945,37,0.049295030175464945
"Kuo, MH; Lu, WN; Chu, MC; Kuo, YH; Havang, SH",2019,Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants,NA,yes,experimental,laboratory,25,0.207,0.01,29,Hemiptera,Aphididae,Tetraneura,nigriabdominalis,sucker,Poaceae,Poaceae,NA,12,24.16316,120.64783,0.053851648071345036,37,0.049295030175464945
"Kuo, MH; Lu, WN; Chu, MC; Kuo, YH; Havang, SH",2019,Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants,NA,yes,experimental,laboratory,30,0.241,0.011,21,Hemiptera,Aphididae,Tetraneura,nigriabdominalis,sucker,Poaceae,Poaceae,NA,12,24.16316,120.64783,0.050408332644514234,37,0.049295030175464945
"Toapanta, MA; Schuster, DJ; Stansly, PA",2005,Development and life history of Anthonomus eugenii (Coleoptera : Curculionidae) at constant temperatures,10.1603/0046-225X(2005)034[0999:DALHOA]2.0.CO;2,yes,experimental,laboratory,15,0.036,0.0107,14,Coleoptera,Curculionidae,Anthonomus,eugenii,borer,Solanaceae,Solanaceae,60,14,29.65197,-82.32498,0.04003573403848117,38,0.08630619908210535
"Toapanta, MA; Schuster, DJ; Stansly, PA",2005,Development and life history of Anthonomus eugenii (Coleoptera : Curculionidae) at constant temperatures,10.1603/0046-225X(2005)034[0999:DALHOA]2.0.CO;2,yes,experimental,laboratory,18,0.033,0.0197,15,Coleoptera,Curculionidae,Anthonomus,eugenii,borer,Solanaceae,Solanaceae,60,14,29.65197,-82.32498,0.07629777192028611,38,0.08630619908210535
"Toapanta, MA; Schuster, DJ; Stansly, PA",2005,Development and life history of Anthonomus eugenii (Coleoptera : Curculionidae) at constant temperatures,10.1603/0046-225X(2005)034[0999:DALHOA]2.0.CO;2,yes,experimental,laboratory,21,0.061,0.0341,18,Coleoptera,Curculionidae,Anthonomus,eugenii,borer,Solanaceae,Solanaceae,60,14,29.65197,-82.32498,0.14467404743076762,38,0.08630619908210535
"Toapanta, MA; Schuster, DJ; Stansly, PA",2005,Development and life history of Anthonomus eugenii (Coleoptera : Curculionidae) at constant temperatures,10.1603/0046-225X(2005)034[0999:DALHOA]2.0.CO;2,yes,experimental,laboratory,24,0.053900000000000003,0.0162,18,Coleoptera,Curculionidae,Anthonomus,eugenii,borer,Solanaceae,Solanaceae,60,14,29.65197,-82.32498,0.06873077913133241,38,0.08630619908210535
"Toapanta, MA; Schuster, DJ; Stansly, PA",2005,Development and life history of Anthonomus eugenii (Coleoptera : Curculionidae) at constant temperatures,10.1603/0046-225X(2005)034[0999:DALHOA]2.0.CO;2,yes,experimental,laboratory,27,0.0691,0.0213,18,Coleoptera,Curculionidae,Anthonomus,eugenii,borer,Solanaceae,Solanaceae,60,14,29.65197,-82.32498,0.09036824663564076,38,0.08630619908210535
"Toapanta, MA; Schuster, DJ; Stansly, PA",2005,Development and life history of Anthonomus eugenii (Coleoptera : Curculionidae) at constant temperatures,10.1603/0046-225X(2005)034[0999:DALHOA]2.0.CO;2,yes,experimental,laboratory,30,0.1088,0.0198,19,Coleoptera,Curculionidae,Anthonomus,eugenii,borer,Solanaceae,Solanaceae,60,14,29.65197,-82.32498,0.08630619908210535,38,0.08630619908210535
"Toapanta, MA; Schuster, DJ; Stansly, PA",2005,Development and life history of Anthonomus eugenii (Coleoptera : Curculionidae) at constant temperatures,10.1603/0046-225X(2005)034[0999:DALHOA]2.0.CO;2,yes,experimental,laboratory,33,0.0547,0.035,13,Coleoptera,Curculionidae,Anthonomus,eugenii,borer,Solanaceae,Solanaceae,60,14,29.65197,-82.32498,0.12619429464123963,38,0.08630619908210535
"Premachandra, WTSD; Borgemeister, C; Chabi-Olaye, A; Poehling, HM",2004,"Influence of temperature on the development, reproduction and longevity of Ceratothripoides claratris (Thysanoptera : Thripidae) on tomatoes",10.1079/BER2004311,yes,experimental,laboratory,25,0.139,0.007,92,Thysanoptera,Thripidae,Ceratothripoides,claratis,sucker,Solanaceae,Solanaceae,75,12,13.82458,100.62245,0.06714164132637807,39,0.07874007874011811
"Premachandra, WTSD; Borgemeister, C; Chabi-Olaye, A; Poehling, HM",2004,"Influence of temperature on the development, reproduction and longevity of Ceratothripoides claratris (Thysanoptera : Thripidae) on tomatoes",10.1079/BER2004311,yes,experimental,laboratory,30,0.347,0.01,70,Thysanoptera,Thripidae,Ceratothripoides,claratis,sucker,Solanaceae,Solanaceae,75,12,13.82458,100.62245,0.08366600265340755,39,0.07874007874011811
"Premachandra, WTSD; Borgemeister, C; Chabi-Olaye, A; Poehling, HM",2004,"Influence of temperature on the development, reproduction and longevity of Ceratothripoides claratris (Thysanoptera : Thripidae) on tomatoes",10.1079/BER2004311,yes,experimental,laboratory,35,0.281,0.01,62,Thysanoptera,Thripidae,Ceratothripoides,claratis,sucker,Solanaceae,Solanaceae,75,12,13.82458,100.62245,0.07874007874011811,39,0.07874007874011811
"Satar, S; Yokomi, R",2002,Effect of temperature and host on development of Brachycaudus schwartzi (Homoptera : Aphididae),10.1603/0013-8746(2002)095[0597:EOTAHO]2.0.CO;2,yes,experimental,laboratory,15,0.109,0.0036,47,Hemiptera,Aphididae,Brachycaudus,schwartzi,sucker,Rosaceae,Rosaceae,75,16,36.61162,-119.52707,0.024680356561443757,40,0.06614149306008972
"Satar, S; Yokomi, R",2002,Effect of temperature and host on development of Brachycaudus schwartzi (Homoptera : Aphididae),10.1603/0013-8746(2002)095[0597:EOTAHO]2.0.CO;2,yes,experimental,laboratory,20,0.199,0.0043,48,Hemiptera,Aphididae,Brachycaudus,schwartzi,sucker,Rosaceae,Rosaceae,75,16,36.61162,-119.52707,0.029791273890184686,40,0.06614149306008972
"Satar, S; Yokomi, R",2002,Effect of temperature and host on development of Brachycaudus schwartzi (Homoptera : Aphididae),10.1603/0013-8746(2002)095[0597:EOTAHO]2.0.CO;2,yes,experimental,laboratory,22.5,0.241,0.0104,47,Hemiptera,Aphididae,Brachycaudus,schwartzi,sucker,Rosaceae,Rosaceae,75,16,36.61162,-119.52707,0.07129880784417085,40,0.06614149306008972
"Satar, S; Yokomi, R",2002,Effect of temperature and host on development of Brachycaudus schwartzi (Homoptera : Aphididae),10.1603/0013-8746(2002)095[0597:EOTAHO]2.0.CO;2,yes,experimental,laboratory,25,0.286,0.0093,43,Hemiptera,Aphididae,Brachycaudus,schwartzi,sucker,Rosaceae,Rosaceae,75,16,36.61162,-119.52707,0.0609841782760086,40,0.06614149306008972
"Satar, S; Yokomi, R",2002,Effect of temperature and host on development of Brachycaudus schwartzi (Homoptera : Aphididae),10.1603/0013-8746(2002)095[0597:EOTAHO]2.0.CO;2,yes,experimental,laboratory,27.5,0.058,0.0205,42,Hemiptera,Aphididae,Brachycaudus,schwartzi,sucker,Rosaceae,Rosaceae,75,16,36.61162,-119.52707,0.13285518431736115,40,0.06614149306008972
"Satar, S; Yokomi, R",2002,Effect of temperature and host on development of Brachycaudus schwartzi (Homoptera : Aphididae),10.1603/0013-8746(2002)095[0597:EOTAHO]2.0.CO;2,yes,experimental,laboratory,30,0.053,0.0344,50,Hemiptera,Aphididae,Brachycaudus,schwartzi,sucker,Rosaceae,Rosaceae,75,16,36.61162,-119.52707,0.24324473272817235,40,0.06614149306008972
"Hoddle, MS",2002,Developmental and reproductive biology of Scirtothrips perseae (Thysanoptera : Thripidae): a new avocado pest in California,10.1079/BER2002169,yes,experimental,laboratory,20,0.1,2e-4,7,Thysanoptera,Thripidae,Scirtothrips,perseae,sucker,Lauraceae,Lauraceae,NA,16,33.37642,-117.25115,5.291502622129182e-4,41,5.291502622129182e-4
"Hoddle, MS",2002,Developmental and reproductive biology of Scirtothrips perseae (Thysanoptera : Thripidae): a new avocado pest in California,10.1079/BER2002169,yes,experimental,laboratory,25,0.07,0.003,21,Thysanoptera,Thripidae,Scirtothrips,perseae,sucker,Lauraceae,Lauraceae,NA,16,33.37642,-117.25115,0.01374772708486752,41,5.291502622129182e-4
"Hoddle, MS",2002,Developmental and reproductive biology of Scirtothrips perseae (Thysanoptera : Thripidae): a new avocado pest in California,10.1079/BER2002169,yes,experimental,laboratory,27.5,0.02,2e-4,5,Thysanoptera,Thripidae,Scirtothrips,perseae,sucker,Lauraceae,Lauraceae,NA,16,33.37642,-117.25115,4.47213595499958e-4,41,5.291502622129182e-4
"Turak, E; Talent, R; Sunnucks, P; Hales, DF",1998,Different responses to temperature in three closely-related sympatric cereal aphids,10.1046/j.1570-7458.1998.00264.x,yes,experimental,laboratory,12,0.103518279,0.0166351040397705,20,Hemiptera,Aphididae,Sitobion,fragariae,sucker,Poaceae,Poaceae,NA,16,-33.77403,151.11271,0.0743944468914164,42,0.10542732946888449
